plot_id,sample_id,lon,lat,flagged,collection_time,analysis_duration,imagery_title,imagery_attributions,sample_geom,Crop/ or not,Confidence level
139241426,540531547,29.16641192,-2.704914713,FALSE,2021-03-06 21:29,23.1 secs,Mapbox Satellite,,POINT(29.166411924 -2.704914713),Cropland,fairly confident
139241427,540531548,30.38246275,-2.759372726,FALSE,2021-03-06 21:30,44.4 secs,Mapbox Satellite,,POINT(30.382462746 -2.759372726),Cropland,fairly confident
139241428,540531549,30.64050998,-1.49652622,FALSE,2021-03-06 21:30,14.8 secs,Mapbox Satellite,,POINT(30.640509979 -1.49652622),Non-crop,fairly confident
139241429,540531550,28.90908334,-2.497110313,FALSE,2021-03-06 21:30,12.5 secs,Mapbox Satellite,,POINT(28.909083343 -2.497110313),Non-crop,fairly confident
139241430,540531551,28.59166522,-1.601754783,FALSE,2021-03-06 21:31,6.7 secs,Mapbox Satellite,,POINT(28.591665219 -1.601754783),Non-crop,completely confident
139241431,540531552,28.85600066,-2.023509206,FALSE,2021-03-06 21:33,117.6 secs,Mapbox Satellite,,POINT(28.856000659 -2.023509206),Non-crop,completely confident
139241432,540531553,29.53799071,-1.976204572,FALSE,2021-03-06 21:33,10.1 secs,Mapbox Satellite,,POINT(29.53799071 -1.976204572),Non-crop,fairly confident
139241433,540531554,30.06037338,-2.657094659,FALSE,2021-03-06 21:36,173.4 secs,Mapbox Satellite,,POINT(30.060373383 -2.657094659),Cropland,slightly confident
139241434,540531555,28.909802,-2.182829473,FALSE,2021-03-06 21:36,4.2 secs,Mapbox Satellite,,POINT(28.909801995 -2.182829473),Non-crop,completely confident
139241435,540531556,30.79490713,-1.130793422,FALSE,2021-03-06 21:36,6.9 secs,Mapbox Satellite,,POINT(30.794907128 -1.130793422),Non-crop,fairly confident
139241436,540531557,29.74780616,-2.708324503,FALSE,2021-03-06 21:36,13.5 secs,Mapbox Satellite,,POINT(29.747806162 -2.708324503),Non-crop,fairly confident
139241437,540531558,29.90543725,-2.812931012,FALSE,2021-03-06 21:39,154.5 secs,Mapbox Satellite,,POINT(29.905437245 -2.812931012),Non-crop,somewhat confident
139241438,540531559,30.96026372,-1.869201181,FALSE,2021-03-06 21:39,12.2 secs,Mapbox Satellite,,POINT(30.960263723 -1.869201181),Non-crop,slightly confident
139241439,540531560,30.47964496,-2.812572119,FALSE,2021-03-06 21:39,11.3 secs,Mapbox Satellite,,POINT(30.479644961 -2.812572119),Cropland,fairly confident
139241440,540531561,28.90495109,-2.338004052,FALSE,2021-03-06 21:39,6.0 secs,Mapbox Satellite,,POINT(28.904951093 -2.338004052),Cropland,completely confident
139241441,540531562,30.7945478,-1.233702929,FALSE,2021-03-06 21:47,487.1 secs,Mapbox Satellite,,POINT(30.794547802 -1.233702929),Non-crop,slightly confident
139241442,540531563,30.53775821,-2.442461476,FALSE,2021-03-06 21:50,140.9 secs,Mapbox Satellite,,POINT(30.53775821 -2.442461476),Cropland,somewhat confident
139241443,540531564,30.63871335,-1.393807147,FALSE,2021-03-06 21:50,45.2 secs,Mapbox Satellite,,POINT(30.638713349 -1.393807147),Non-crop,fairly confident
139241444,540531565,28.64726319,-2.236052222,FALSE,2021-03-06 21:51,3.9 secs,Mapbox Satellite,,POINT(28.647263186 -2.236052222),Non-crop,completely confident
139241445,540531566,29.06689409,-1.812374916,FALSE,2021-03-06 21:51,4.8 secs,Mapbox Satellite,,POINT(29.06689409 -1.812374916),Non-crop,completely confident
139241446,540531567,28.54145714,-1.552104509,FALSE,2021-03-06 21:51,5.0 secs,Mapbox Satellite,,POINT(28.541457144 -1.552104509),Non-crop,completely confident
139241447,540531568,30.90125216,-1.816684667,FALSE,2021-03-06 21:51,22.7 secs,Mapbox Satellite,,POINT(30.901252158 -1.816684667),Non-crop,fairly confident
139241448,540531569,29.85504951,-1.814888939,FALSE,2021-03-06 21:51,14.5 secs,Mapbox Satellite,,POINT(29.855049507 -1.814888939),Cropland,slightly confident
139241449,540531570,30.90233014,-1.391831437,FALSE,2021-03-06 21:51,5.2 secs,Mapbox Satellite,,POINT(30.902330137 -1.391831437),Cropland,completely confident
139241450,540531571,28.80058236,-2.186420123,FALSE,2021-03-06 21:52,40.5 secs,Mapbox Satellite,,POINT(28.800582356 -2.186420123),Non-crop,fairly confident
139241451,540531572,31.01137011,-2.703299546,FALSE,2021-03-06 21:53,39.6 secs,Mapbox Satellite,,POINT(31.011370113 -2.703299546),Cropland,fairly confident
139241452,540531573,29.22686079,-2.548167175,FALSE,2021-03-06 21:53,4.3 secs,Mapbox Satellite,,POINT(29.226860793 -2.548167175),Non-crop,completely confident
139241453,540531574,29.27706887,-1.606065007,FALSE,2021-03-06 21:53,8.3 secs,Mapbox Satellite,,POINT(29.277068868 -1.606065007),Cropland,completely confident
139241454,540531575,29.6464917,-2.813289905,FALSE,2021-03-06 21:53,10.1 secs,Mapbox Satellite,,POINT(29.646491697 -2.813289905),Cropland,completely confident
139241455,540531576,30.05875642,-2.388528442,FALSE,2021-03-06 21:53,5.1 secs,Mapbox Satellite,,POINT(30.058756415 -2.388528442),Non-crop,completely confident
139241456,540531577,28.75109293,-1.030934046,FALSE,2021-03-06 21:53,3.8 secs,Mapbox Satellite,,POINT(28.751092933 -1.030934046),Non-crop,completely confident
139241457,540531578,29.80322447,-2.550679968,FALSE,2021-03-06 21:54,10.1 secs,Mapbox Satellite,,POINT(29.803224465 -2.550679968),Cropland,fairly confident
139241458,540531579,29.69562179,-1.128997141,FALSE,2021-03-06 21:54,7.5 secs,Mapbox Satellite,,POINT(29.695621793 -1.128997141),Cropland,completely confident
139241459,540532382,30.58634932,-2.867563467,FALSE,2021-03-06 22:23,1774.0 secs,Mapbox Satellite,,POINT(30.586349317 -2.867563467),Non-crop,slightly confident
139241460,540532383,28.4376274,-2.02422741,FALSE,2021-03-06 22:23,5.0 secs,Mapbox Satellite,,POINT(28.437627397 -2.02422741),Non-crop,completely confident
139241461,540532384,29.12159374,-2.704914713,FALSE,2021-03-06 22:24,19.2 secs,Mapbox Satellite,,POINT(29.121593741 -2.704914713),Non-crop,fairly confident
139241462,540532385,29.69885573,-1.077181705,FALSE,2021-03-06 22:24,5.5 secs,Mapbox Satellite,,POINT(29.698855728 -1.077181705),Non-crop,completely confident
139241463,540532386,30.48036361,-2.496751329,FALSE,2021-03-06 22:24,7.8 secs,Mapbox Satellite,,POINT(30.480363613 -2.496751329),Cropland,completely confident
139241464,540532387,29.27527224,-2.284964562,FALSE,2021-03-06 22:24,16.3 secs,Mapbox Satellite,,POINT(29.275272237 -2.284964562),Cropland,fairly confident
139241465,540532388,29.90382028,-2.914118959,FALSE,2021-03-06 22:24,10.6 secs,Mapbox Satellite,,POINT(29.903820278 -2.914118959),Cropland,fairly confident
139241466,540532389,30.32542748,-1.866328099,FALSE,2021-03-06 22:26,88.2 secs,Mapbox Satellite,,POINT(30.325427475 -1.866328099),Cropland,completely confident
139241467,540532390,30.21944177,-0.865959439,FALSE,2021-03-06 22:26,12.0 secs,Mapbox Satellite,,POINT(30.219441771 -0.865959439),Cropland,completely confident
139241468,540532391,29.48383005,-0.971572222,FALSE,2021-03-06 22:26,5.4 secs,Mapbox Satellite,,POINT(29.483830048 -0.971572222),Non-crop,completely confident
139241469,540445393,29.11871913,-1.497424228,TRUE,2021-03-06 23:40,,,,POINT(29.1187191319309 -1.49742422825597),,
139241470,540532392,29.06060588,-1.391831437,FALSE,2021-03-06 23:41,36.8 secs,Mapbox Satellite,,POINT(29.060605883 -1.391831437),Non-crop,somewhat confident
139241471,540532393,30.48341789,-2.917707568,FALSE,2021-03-06 23:42,107.6 secs,Mapbox Satellite,,POINT(30.483417885 -2.917707568),Non-crop,fairly confident
139241472,540532394,28.85743796,-2.127988989,FALSE,2021-03-06 23:43,17.8 secs,Mapbox Satellite,,POINT(28.857437964 -2.127988989),Non-crop,fairly confident
139241473,540532395,29.27868584,-1.976563684,FALSE,2021-03-06 23:43,4.4 secs,Mapbox Satellite,,POINT(29.278685835 -1.976563684),Non-crop,completely confident
139241474,540532396,30.69431132,-2.125295899,FALSE,2021-03-06 23:46,172.7 secs,Mapbox Satellite,,POINT(30.694311315 -2.125295899),Cropland,fairly confident
139241475,540532397,29.75014178,-1.60157519,FALSE,2021-03-06 23:46,13.0 secs,Mapbox Satellite,,POINT(29.750141781 -1.60157519),Cropland,completely confident
139241476,540532398,29.1674899,-1.922613934,FALSE,2021-03-06 23:46,4.4 secs,Mapbox Satellite,,POINT(29.167489902 -1.922613934),Non-crop,completely confident
139241477,540532399,28.85510234,-2.968028854,FALSE,2021-03-06 23:49,152.5 secs,Planet Monthly Mosaics,,POINT(28.855102344 -2.968028854),Non-crop,fairly confident
139241478,540532400,28.59058724,-2.177982083,FALSE,2021-03-06 23:49,15.5 secs,Mapbox Satellite,,POINT(28.590587241 -2.177982083),Non-crop,completely confident
139241479,540532401,30.48485519,-0.919574601,FALSE,2021-03-06 23:49,9.6 secs,Mapbox Satellite,,POINT(30.484855189 -0.919574601),Cropland,fairly confident
139241480,540532402,29.01399107,-2.234256958,FALSE,2021-03-06 23:50,49.6 secs,Planet Monthly Mosaics,,POINT(29.013991069 -2.234256958),Cropland,slightly confident
139241481,540532403,30.27234479,-3.01888609,FALSE,2021-03-06 23:51,67.2 secs,Planet Monthly Mosaics,,POINT(30.272344792 -3.01888609),Cropland,slightly confident
139241482,540532404,30.79634443,-2.079969266,FALSE,2021-03-06 23:51,28.9 secs,Planet Monthly Mosaics,,POINT(30.796344432 -2.079969266),Cropland,completely confident
139241483,540532405,29.0649178,-1.128099,FALSE,2021-03-06 23:52,5.1 secs,Planet Monthly Mosaics,,POINT(29.064917796 -1.128099),Non-crop,completely confident
139241484,540532406,30.58760696,-2.867563467,FALSE,2021-03-06 23:52,16.8 secs,Planet Monthly Mosaics,,POINT(30.587606959 -2.867563467),Cropland,fairly confident
139241485,540532407,29.48239274,-1.07790023,FALSE,2021-03-06 23:52,37.5 secs,Planet Monthly Mosaics,,POINT(29.482392743 -1.07790023),Cropland,somewhat confident
139241486,540532408,30.64176762,-1.496346618,FALSE,2021-03-06 23:53,26.7 secs,Planet Monthly Mosaics,,POINT(30.641767621 -1.496346618),Non-crop,fairly confident
139241487,540532409,30.53164967,-1.76003633,FALSE,2021-03-06 23:53,15.4 secs,Mapbox Satellite,,POINT(30.531649666 -1.76003633),Cropland,fairly confident
139241488,540532410,30.69538929,-0.978218793,FALSE,2021-03-06 23:54,57.2 secs,Mapbox Satellite,,POINT(30.695389294 -0.978218793),Cropland,completely confident
139241489,540532411,31.00454292,-0.866678009,FALSE,2021-03-06 23:54,7.8 secs,Mapbox Satellite,,POINT(31.004542917 -0.866678009),Cropland,completely confident
139241490,540532412,30.42728093,-2.496930821,FALSE,2021-03-06 23:55,68.7 secs,Mapbox Satellite,,POINT(30.427280929 -2.496930821),Cropland,somewhat confident
139241491,540532413,28.90818503,-1.236756492,FALSE,2021-03-06 23:56,12.4 secs,Mapbox Satellite,,POINT(28.908185028 -1.236756492),Cropland,slightly confident
139241492,540532414,29.01129612,-1.390574167,FALSE,2021-03-06 23:56,5.4 secs,Mapbox Satellite,,POINT(29.011296123 -1.390574167),Cropland,fairly confident
139241493,540532415,29.21877596,-1.500657057,FALSE,2021-03-06 23:56,19.4 secs,Mapbox Satellite,,POINT(29.218775955 -1.500657057),Non-crop,fairly confident
139241494,540532416,30.21926211,-2.654761548,FALSE,2021-03-06 23:57,52.7 secs,Mapbox Satellite,,POINT(30.219262108 -2.654761548),Cropland,fairly confident
139241495,540532417,30.17138965,-2.341414804,FALSE,2021-03-06 23:57,18.1 secs,Mapbox Satellite,,POINT(30.171389653 -2.341414804),Non-crop,slightly confident
139241496,540532418,30.43482678,-2.654223137,FALSE,2021-03-06 23:57,13.4 secs,Mapbox Satellite,,POINT(30.434826778 -2.654223137),Non-crop,fairly confident
139241497,540532419,30.22069941,-1.290005889,FALSE,2021-03-06 23:57,4.4 secs,Mapbox Satellite,,POINT(30.220699412 -1.290005889),Cropland,completely confident
139241498,540532420,30.37509656,-1.867764641,FALSE,2021-03-06 23:58,5.1 secs,Mapbox Satellite,,POINT(30.375096561 -1.867764641),Non-crop,completely confident
139241499,540532421,30.38012713,-0.918856041,FALSE,2021-03-06 23:58,8.5 secs,Mapbox Satellite,,POINT(30.380127127 -0.918856041),Cropland,completely confident
139241500,540532422,28.49071008,-2.44533347,FALSE,2021-03-06 23:58,4.4 secs,Mapbox Satellite,,POINT(28.49071008 -2.44533347),Non-crop,completely confident
139241501,540532423,30.00998565,-1.130613794,FALSE,2021-03-06 23:58,5.3 secs,Mapbox Satellite,,POINT(30.009985645 -1.130613794),Cropland,completely confident
139241502,540532424,30.74829231,-0.812702809,FALSE,2021-03-06 23:58,10.1 secs,Mapbox Satellite,,POINT(30.748292314 -0.812702809),Cropland,fairly confident
139241503,540532425,29.22416585,-1.341817262,FALSE,2021-03-06 23:58,18.0 secs,Mapbox Satellite,,POINT(29.224165847 -1.341817262),Non-crop,fairly confident
139241504,540532426,30.00908733,-1.707157525,FALSE,2021-03-06 23:59,21.8 secs,Mapbox Satellite,,POINT(30.00908733 -1.707157525),Non-crop,slightly confident
139241505,540532427,30.2703685,-1.025545022,FALSE,2021-03-06 23:59,5.5 secs,Mapbox Satellite,,POINT(30.270368498 -1.025545022),Cropland,completely confident
139241506,540532428,30.80119534,-2.23515459,FALSE,2021-03-06 23:59,4.8 secs,Mapbox Satellite,,POINT(30.801195335 -2.23515459),Cropland,fairly confident
139241507,540532429,29.42931006,-2.912683512,FALSE,2021-03-06 23:59,15.8 secs,Mapbox Satellite,,POINT(29.42931006 -2.912683512),Non-crop,slightly confident
139241508,540532430,29.32314469,-0.917957841,FALSE,2021-03-06 23:59,4.1 secs,Mapbox Satellite,,POINT(29.323144692 -0.917957841),Non-crop,completely confident
139241509,540532431,28.91016132,-2.861462556,FALSE,2021-03-06 23:59,6.7 secs,Mapbox Satellite,,POINT(28.910161321 -2.861462556),Cropland,fairly confident
139241510,540532432,28.5878923,-1.180811654,FALSE,2021-03-06 23:59,4.6 secs,Mapbox Satellite,,POINT(28.587892295 -1.180811654),Non-crop,completely confident
139241511,540532433,29.74403324,-2.39193907,FALSE,2021-03-07 0:00,11.0 secs,Mapbox Satellite,,POINT(29.744033238 -2.39193907),Cropland,slightly confident
139241512,540532434,28.74660136,-1.96830408,FALSE,2021-03-07 0:00,6.1 secs,Mapbox Satellite,,POINT(28.746601357 -1.96830408),Non-crop,completely confident
139241513,540532435,30.22105874,-1.445436673,FALSE,2021-03-07 0:00,13.1 secs,Mapbox Satellite,,POINT(30.221058739 -1.445436673),Cropland,completely confident
139241514,540532436,28.48388288,-0.97175186,FALSE,2021-03-07 0:00,4.6 secs,Mapbox Satellite,,POINT(28.483882884 -0.97175186),Non-crop,completely confident
139241515,540532437,30.48180092,-1.391651827,FALSE,2021-03-07 0:00,4.3 secs,Mapbox Satellite,,POINT(30.481800918 -1.391651827),Cropland,completely confident
139241516,540532438,29.80448211,-1.970458763,FALSE,2021-03-07 0:00,5.6 secs,Mapbox Satellite,,POINT(29.804482107 -1.970458763),Cropland,fairly confident
139241517,540532439,28.85510234,-2.763679632,FALSE,2021-03-07 0:01,36.2 secs,Mapbox Satellite,,POINT(28.855102344 -2.763679632),Cropland,fairly confident
139241518,540532440,30.01321958,-2.336029402,FALSE,2021-03-07 0:01,5.6 secs,Mapbox Satellite,,POINT(30.01321958 -2.336029402),Cropland,fairly confident
139241519,540532441,29.79891255,-2.546192834,FALSE,2021-03-07 0:01,6.3 secs,Mapbox Satellite,,POINT(29.798912552 -2.546192834),Cropland,fairly confident
139241520,540445444,29.12159374,-1.765603249,TRUE,2021-03-07 0:02,,,,POINT(29.1215937408404 -1.76560324898465),,
139241521,540532442,30.32955973,-0.761960537,FALSE,2021-03-07 0:02,8.2 secs,Mapbox Satellite,,POINT(30.329559726 -0.761960537),Cropland,fairly confident
139241522,540532443,29.96193353,-2.127270832,FALSE,2021-03-07 0:02,11.0 secs,Mapbox Satellite,,POINT(29.961933527 -2.127270832),Cropland,fairly confident
139241523,540532444,29.53439745,-1.395782855,FALSE,2021-03-07 0:03,5.2 secs,Mapbox Satellite,,POINT(29.534397449 -1.395782855),Non-crop,completely confident
139241524,540532445,28.5961568,-2.230666424,FALSE,2021-03-07 0:03,4.3 secs,Mapbox Satellite,,POINT(28.596156796 -2.230666424),Non-crop,fairly confident
139241525,540532446,28.75217091,-1.707337109,FALSE,2021-03-07 0:03,6.6 secs,Mapbox Satellite,,POINT(28.752170912 -1.707337109),Non-crop,fairly confident
139241526,540532447,29.43613726,-1.815068512,FALSE,2021-03-07 0:03,20.8 secs,Mapbox Satellite,,POINT(29.436137256 -1.815068512),Cropland,slightly confident
139241527,540532448,29.43631692,-1.076822442,FALSE,2021-03-07 0:03,5.5 secs,Mapbox Satellite,,POINT(29.436316919 -1.076822442),Cropland,completely confident
139241528,540532449,30.43123352,-1.02464685,FALSE,2021-03-07 0:03,5.6 secs,Mapbox Satellite,,POINT(30.431233517 -1.02464685),Cropland,completely confident
139241529,540532450,29.06455847,-2.391221044,FALSE,2021-03-07 0:04,34.9 secs,Planet Monthly Mosaics,,POINT(29.06455847 -2.391221044),Non-crop,slightly confident
139241530,540532451,28.43870538,-2.492981981,FALSE,2021-03-07 0:17,799.8 secs,Mapbox Satellite,,POINT(28.438705375 -2.492981981),Non-crop,completely confident
139241531,540532452,28.7527099,-2.867742905,FALSE,2021-03-07 0:17,11.3 secs,Mapbox Satellite,,POINT(28.752709901 -2.867742905),Cropland,completely confident
139241532,540532453,30.06558361,-2.605862689,FALSE,2021-03-07 0:18,21.1 secs,Mapbox Satellite,,POINT(30.065583612 -2.605862689),Cropland,fairly confident
139241533,540532454,29.90292196,-2.759013817,FALSE,2021-03-07 0:19,53.3 secs,Mapbox Satellite,,POINT(29.902921963 -2.759013817),Cropland,fairly confident
139241534,540532455,30.00836868,-1.026263559,FALSE,2021-03-07 0:19,8.9 secs,Mapbox Satellite,,POINT(30.008368678 -1.026263559),Cropland,fairly confident
139241535,540532456,28.54073849,-2.756860357,FALSE,2021-03-07 0:20,59.3 secs,Mapbox Satellite,,POINT(28.540738492 -2.756860357),Non-crop,fairly confident
139241536,540532457,30.63853369,-1.027341364,FALSE,2021-03-07 0:20,4.5 secs,Mapbox Satellite,,POINT(30.638533686 -1.027341364),Cropland,fairly confident
139241537,540532458,28.80148067,-1.496885423,FALSE,2021-03-07 0:20,32.7 secs,Mapbox Satellite,,POINT(28.801480671 -1.496885423),Non-crop,fairly confident
139241538,540532459,29.27652988,-1.923511743,FALSE,2021-03-07 0:20,4.0 secs,Mapbox Satellite,,POINT(29.276529879 -1.923511743),Non-crop,completely confident
139241539,540532460,28.74588271,-0.870270857,FALSE,2021-03-07 0:21,4.4 secs,Mapbox Satellite,,POINT(28.745882705 -0.870270857),Non-crop,completely confident
139241540,540532461,29.59089373,-1.6085793,FALSE,2021-03-07 0:21,7.9 secs,Mapbox Satellite,,POINT(29.59089373 -1.6085793),Cropland,completely confident
139241541,540532462,30.64518122,-1.130613794,FALSE,2021-03-07 0:21,47.4 secs,Planet Monthly Mosaics,,POINT(30.645181219 -1.130613794),Non-crop,somewhat confident
139241542,540532463,28.48675749,-2.96946423,FALSE,2021-03-07 0:22,3.6 secs,Mapbox Satellite,,POINT(28.486757493 -2.96946423),Non-crop,completely confident
139241543,540532464,28.59184488,-2.860744799,FALSE,2021-03-07 0:22,15.6 secs,Mapbox Satellite,,POINT(28.591844882 -2.860744799),Non-crop,fairly confident
139241544,540532465,28.90818503,-1.134385981,FALSE,2021-03-07 0:24,151.7 secs,Mapbox Satellite,,POINT(28.908185028 -1.134385981),Non-crop,completely confident
139241545,540532466,28.80237899,-0.92083208,FALSE,2021-03-07 0:24,3.8 secs,Mapbox Satellite,,POINT(28.802378986 -0.92083208),Non-crop,completely confident
139241546,540532467,30.84798981,-1.657330263,FALSE,2021-03-07 0:30,310.9 secs,Planet Monthly Mosaics,,POINT(30.847989812 -1.657330263),Cropland,somewhat confident
139241547,540532468,29.21877596,-2.707606654,FALSE,2021-03-07 0:37,462.2 secs,Planet Monthly Mosaics,,POINT(29.218775955 -2.707606654),Non-crop,fairly confident
139241548,540532469,30.95379585,-2.553372241,FALSE,2021-03-07 0:37,8.2 secs,Planet Monthly Mosaics,,POINT(30.953795853 -2.553372241),Non-crop,completely confident
139241549,540532470,28.48711682,-0.921370999,FALSE,2021-03-07 0:38,16.6 secs,Mapbox Satellite,,POINT(28.487116819 -0.921370999),Non-crop,completely confident
