plot_id,sample_id,lon,lat,flagged,collection_time,analysis_duration,imagery_title,imagery_attributions,sample_geom,Crop/ or not
139457984,543847367,28.43439346,-1.239989671,FALSE,2021-04-13 11:51,3.0 secs,Mapbox Satellite,,POINT(28.434393462 -1.239989671),Non-crop
139457985,543847368,29.95438768,-1.498322237,FALSE,2021-04-13 12:00,16.1 secs,Mapbox Satellite,,POINT(29.954387679 -1.498322237),Non-crop
139457986,543847369,29.16641192,-2.704914713,FALSE,2021-04-13 12:01,6.7 secs,Mapbox Satellite,,POINT(29.166411924 -2.704914713),Cropland
139457987,543847370,30.38246275,-2.759372726,FALSE,2021-04-13 12:01,9.6 secs,Mapbox Satellite,,POINT(30.382462746 -2.759372726),Cropland
139457988,543847383,30.64050998,-1.49652622,FALSE,2021-04-13 12:07,366.2 secs,Mapbox Satellite,,POINT(30.640509979 -1.49652622),Non-crop
139457989,543847384,28.90908334,-2.497110313,FALSE,2021-04-13 12:07,11.0 secs,Mapbox Satellite,,POINT(28.909083343 -2.497110313),Non-crop
139457990,543847386,28.59166522,-1.601754783,FALSE,2021-04-13 12:07,2.6 secs,Mapbox Satellite,,POINT(28.591665219 -1.601754783),Non-crop
139457991,543847388,28.85600066,-2.023509206,FALSE,2021-04-13 12:07,3.7 secs,Mapbox Satellite,,POINT(28.856000659 -2.023509206),Non-crop
139457992,543847389,29.53799071,-1.976204572,FALSE,2021-04-13 12:07,4.5 secs,Mapbox Satellite,,POINT(29.53799071 -1.976204572),Non-crop
139457993,543847390,30.06037338,-2.657094659,FALSE,2021-04-13 12:07,4.9 secs,Mapbox Satellite,,POINT(30.060373383 -2.657094659),Non-crop
139457994,543847391,28.909802,-2.182829473,FALSE,2021-04-13 12:08,4.0 secs,Mapbox Satellite,,POINT(28.909801995 -2.182829473),Non-crop
139457995,543847392,30.79490713,-1.130793422,FALSE,2021-04-13 12:08,4.5 secs,Mapbox Satellite,,POINT(30.794907128 -1.130793422),Non-crop
139457996,543847393,29.74780616,-2.708324503,FALSE,2021-04-13 12:08,5.2 secs,Mapbox Satellite,,POINT(29.747806162 -2.708324503),Non-crop
139457997,543847394,29.90543725,-2.812931012,FALSE,2021-04-13 12:08,8.8 secs,Mapbox Satellite,,POINT(29.905437245 -2.812931012),Cropland
139457998,543847395,30.96026372,-1.869201181,FALSE,2021-04-13 12:08,4.2 secs,Mapbox Satellite,,POINT(30.960263723 -1.869201181),Non-crop
139457999,543847396,30.47964496,-2.812572119,FALSE,2021-04-13 12:08,17.6 secs,Mapbox Satellite,,POINT(30.479644961 -2.812572119),Non-crop
139458000,543847397,28.90495109,-2.338004052,FALSE,2021-04-13 12:08,2.0 secs,Mapbox Satellite,,POINT(28.904951093 -2.338004052),Cropland
139458001,543847398,30.7945478,-1.233702929,FALSE,2021-04-13 12:08,3.5 secs,Mapbox Satellite,,POINT(30.794547802 -1.233702929),Non-crop
139458002,543847399,30.53775821,-2.442461476,FALSE,2021-04-13 12:09,11.7 secs,Mapbox Satellite,,POINT(30.53775821 -2.442461476),Non-crop
139458003,543624961,30.63871335,-1.393807147,TRUE,2021-04-13 12:10,39.1 secs,,,POINT(30.638713349 -1.393807147),
139458004,543847400,28.64726319,-2.236052222,FALSE,2021-04-13 12:10,12.7 secs,Mapbox Satellite,,POINT(28.647263186 -2.236052222),Non-crop
139458005,543847401,29.06689409,-1.812374916,FALSE,2021-04-13 12:11,14.0 secs,Mapbox Satellite,,POINT(29.06689409 -1.812374916),Non-crop
139458006,543847402,28.54145714,-1.552104509,FALSE,2021-04-13 12:11,3.9 secs,Mapbox Satellite,,POINT(28.541457144 -1.552104509),Non-crop
139458007,543847403,30.90125216,-1.816684667,FALSE,2021-04-13 12:11,7.5 secs,Mapbox Satellite,,POINT(30.901252158 -1.816684667),Non-crop
139458008,543847404,29.85504951,-1.814888939,FALSE,2021-04-13 12:11,14.0 secs,Mapbox Satellite,,POINT(29.855049507 -1.814888939),Non-crop
139458009,543847405,30.90233014,-1.391831437,FALSE,2021-04-13 12:11,3.9 secs,Mapbox Satellite,,POINT(30.902330137 -1.391831437),Cropland
139458010,543847406,28.80058236,-2.186420123,FALSE,2021-04-13 12:16,264.3 secs,Mapbox Satellite,,POINT(28.800582356 -2.186420123),Non-crop
139458011,543847407,31.01137011,-2.703299546,FALSE,2021-04-13 12:16,5.8 secs,Mapbox Satellite,,POINT(31.011370113 -2.703299546),Cropland
139458012,543847408,29.22686079,-2.548167175,FALSE,2021-04-13 12:16,2.1 secs,Mapbox Satellite,,POINT(29.226860793 -2.548167175),Non-crop
139458013,543847409,29.27706887,-1.606065007,FALSE,2021-04-13 12:16,9.5 secs,Mapbox Satellite,,POINT(29.277068868 -1.606065007),Non-crop
139458014,543847410,29.6464917,-2.813289905,FALSE,2021-04-13 12:16,4.3 secs,Mapbox Satellite,,POINT(29.646491697 -2.813289905),Cropland
139458015,543847411,30.05875642,-2.388528442,FALSE,2021-04-13 12:16,2.1 secs,Mapbox Satellite,,POINT(30.058756415 -2.388528442),Non-crop
139458016,543847412,28.75109293,-1.030934046,FALSE,2021-04-13 12:16,2.5 secs,Mapbox Satellite,,POINT(28.751092933 -1.030934046),Non-crop
139458017,543847413,29.80322447,-2.550679968,FALSE,2021-04-13 12:16,5.0 secs,Mapbox Satellite,,POINT(29.803224465 -2.550679968),Cropland
139458018,543847414,29.69562179,-1.128997141,FALSE,2021-04-13 12:17,8.3 secs,Mapbox Satellite,,POINT(29.695621793 -1.128997141),Cropland
139458019,543847415,30.58634932,-2.867563467,FALSE,2021-04-13 12:18,53.8 secs,Mapbox Satellite,,POINT(30.586349317 -2.867563467),Non-crop
139458020,543847416,28.4376274,-2.02422741,FALSE,2021-04-13 12:18,2.3 secs,Mapbox Satellite,,POINT(28.437627397 -2.02422741),Non-crop
139458021,543847417,29.12159374,-2.704914713,FALSE,2021-04-13 12:18,7.9 secs,Mapbox Satellite,,POINT(29.121593741 -2.704914713),Non-crop
139458022,543847418,29.69885573,-1.077181705,FALSE,2021-04-13 12:18,1.8 secs,Mapbox Satellite,,POINT(29.698855728 -1.077181705),Non-crop
139458023,543847419,30.48036361,-2.496751329,FALSE,2021-04-13 12:18,5.1 secs,Mapbox Satellite,,POINT(30.480363613 -2.496751329),Cropland
139458024,543847420,29.27527224,-2.284964562,FALSE,2021-04-13 12:18,8.7 secs,Mapbox Satellite,,POINT(29.275272237 -2.284964562),Cropland
139458025,543847421,29.90382028,-2.914118959,FALSE,2021-04-13 12:18,10.3 secs,Mapbox Satellite,,POINT(29.903820278 -2.914118959),Non-crop
139458026,543847422,30.32542748,-1.866328099,FALSE,2021-04-13 12:18,4.0 secs,Mapbox Satellite,,POINT(30.325427475 -1.866328099),Cropland
139458027,543847423,30.21944177,-0.865959439,FALSE,2021-04-13 12:19,10.8 secs,Mapbox Satellite,,POINT(30.219441771 -0.865959439),Cropland
139458028,543847424,29.48383005,-0.971572222,FALSE,2021-04-13 12:19,7.0 secs,Mapbox Satellite,,POINT(29.483830048 -0.971572222),Non-crop
139458029,543847425,29.11871913,-1.497424228,FALSE,2021-04-13 12:19,14.9 secs,Mapbox Satellite,,POINT(29.118719132 -1.497424228),Non-crop
139458030,543847429,29.06060588,-1.391831437,FALSE,2021-04-13 12:25,340.5 secs,Mapbox Satellite,,POINT(29.060605883 -1.391831437),Non-crop
139458031,543847430,30.48341789,-2.917707568,FALSE,2021-04-13 12:25,10.1 secs,Mapbox Satellite,,POINT(30.483417885 -2.917707568),Cropland
139458032,543847431,28.85743796,-2.127988989,FALSE,2021-04-13 12:25,9.4 secs,Mapbox Satellite,,POINT(28.857437964 -2.127988989),Non-crop
139458033,543847432,29.27868584,-1.976563684,FALSE,2021-04-13 12:25,2.6 secs,Mapbox Satellite,,POINT(29.278685835 -1.976563684),Non-crop
139458034,543847433,30.69431132,-2.125295899,FALSE,2021-04-13 12:25,11.2 secs,Mapbox Satellite,,POINT(30.694311315 -2.125295899),Non-crop
139458035,543847434,29.75014178,-1.60157519,FALSE,2021-04-13 12:26,16.3 secs,Mapbox Satellite,,POINT(29.750141781 -1.60157519),Cropland
139458036,543847435,29.1674899,-1.922613934,FALSE,2021-04-13 12:26,2.0 secs,Mapbox Satellite,,POINT(29.167489902 -1.922613934),Non-crop
139458037,543847436,28.85510234,-2.968028854,FALSE,2021-04-13 12:26,11.7 secs,Mapbox Satellite,,POINT(28.855102344 -2.968028854),Non-crop
139458038,543847437,28.59058724,-2.177982083,FALSE,2021-04-13 12:26,2.8 secs,Mapbox Satellite,,POINT(28.590587241 -2.177982083),Non-crop
139458039,543847438,30.48485519,-0.919574601,FALSE,2021-04-13 12:26,5.6 secs,Mapbox Satellite,,POINT(30.484855189 -0.919574601),Cropland
139458040,543847439,29.01399107,-2.234256958,FALSE,2021-04-13 12:26,9.0 secs,Mapbox Satellite,,POINT(29.013991069 -2.234256958),Cropland
139458041,543847440,30.27234479,-3.01888609,FALSE,2021-04-13 12:27,16.6 secs,Mapbox Satellite,,POINT(30.272344792 -3.01888609),Non-crop
139458042,543847441,30.79634443,-2.079969266,FALSE,2021-04-13 12:27,5.9 secs,Mapbox Satellite,,POINT(30.796344432 -2.079969266),Non-crop
139458043,543847484,29.0649178,-1.128099,FALSE,2021-04-13 12:54,1647.6 secs,Mapbox Satellite,,POINT(29.064917796 -1.128099),Non-crop
139458044,543847485,30.58760696,-2.867563467,FALSE,2021-04-13 12:54,4.6 secs,Mapbox Satellite,,POINT(30.587606959 -2.867563467),Non-crop
139458045,543847486,29.48239274,-1.07790023,FALSE,2021-04-13 12:55,48.2 secs,Mapbox Satellite,,POINT(29.482392743 -1.07790023),Non-crop
139458046,543847487,30.64176762,-1.496346618,FALSE,2021-04-13 12:55,11.3 secs,Mapbox Satellite,,POINT(30.641767621 -1.496346618),Non-crop
139458047,543847490,30.53164967,-1.76003633,FALSE,2021-04-13 13:00,296.2 secs,Mapbox Satellite,,POINT(30.531649666 -1.76003633),Cropland
139458048,543847491,30.69538929,-0.978218793,FALSE,2021-04-13 13:01,24.5 secs,Mapbox Satellite,,POINT(30.695389294 -0.978218793),Non-crop
139458049,543847492,31.00454292,-0.866678009,FALSE,2021-04-13 13:01,39.4 secs,Mapbox Satellite,,POINT(31.004542917 -0.866678009),Non-crop
139458050,543847493,30.42728093,-2.496930821,FALSE,2021-04-13 13:02,7.8 secs,Mapbox Satellite,,POINT(30.427280929 -2.496930821),Non-crop
139458051,543847501,28.90818503,-1.236756492,FALSE,2021-04-13 13:06,249.0 secs,Mapbox Satellite,,POINT(28.908185028 -1.236756492),Cropland
139458052,543847504,29.01129612,-1.390574167,FALSE,2021-04-13 13:06,6.9 secs,Mapbox Satellite,,POINT(29.011296123 -1.390574167),Cropland
139458053,543847505,29.21877596,-1.500657057,FALSE,2021-04-13 13:06,2.4 secs,Mapbox Satellite,,POINT(29.218775955 -1.500657057),Non-crop
139458054,543847506,30.21926211,-2.654761548,FALSE,2021-04-13 13:06,6.1 secs,Mapbox Satellite,,POINT(30.219262108 -2.654761548),Non-crop
139458055,543847507,30.17138965,-2.341414804,FALSE,2021-04-13 13:07,29.0 secs,Mapbox Satellite,,POINT(30.171389653 -2.341414804),Non-crop
139458056,543847509,30.43482678,-2.654223137,FALSE,2021-04-13 13:07,10.3 secs,Mapbox Satellite,,POINT(30.434826778 -2.654223137),Non-crop
139458057,543847510,30.22069941,-1.290005889,FALSE,2021-04-13 13:07,2.5 secs,Mapbox Satellite,,POINT(30.220699412 -1.290005889),Cropland
139458058,543847511,30.37509656,-1.867764641,FALSE,2021-04-13 13:07,3.1 secs,Mapbox Satellite,,POINT(30.375096561 -1.867764641),Non-crop
139458059,543847512,30.38012713,-0.918856041,FALSE,2021-04-13 13:07,6.1 secs,Mapbox Satellite,,POINT(30.380127127 -0.918856041),Cropland
139458060,543847513,28.49071008,-2.44533347,FALSE,2021-04-13 13:07,2.6 secs,Mapbox Satellite,,POINT(28.49071008 -2.44533347),Non-crop
139458061,543847514,30.00998565,-1.130613794,FALSE,2021-04-13 13:07,15.7 secs,Mapbox Satellite,,POINT(30.009985645 -1.130613794),Non-crop
139458062,543847515,30.74829231,-0.812702809,FALSE,2021-04-13 13:08,11.9 secs,Mapbox Satellite,,POINT(30.748292314 -0.812702809),Non-crop
139458063,543847516,29.22416585,-1.341817262,FALSE,2021-04-13 13:08,4.2 secs,Mapbox Satellite,,POINT(29.224165847 -1.341817262),Non-crop
139458064,543847517,30.00908733,-1.707157525,FALSE,2021-04-13 13:09,27.3 secs,Mapbox Satellite,,POINT(30.00908733 -1.707157525),Non-crop
139458065,543847518,30.2703685,-1.025545022,FALSE,2021-04-13 13:09,7.0 secs,Mapbox Satellite,,POINT(30.270368498 -1.025545022),Cropland
139458066,543847519,30.80119534,-2.23515459,FALSE,2021-04-13 13:09,4.1 secs,Mapbox Satellite,,POINT(30.801195335 -2.23515459),Cropland
139458067,543847520,29.42931006,-2.912683512,FALSE,2021-04-13 13:09,6.9 secs,Mapbox Satellite,,POINT(29.42931006 -2.912683512),Non-crop
139458068,543847521,29.32314469,-0.917957841,FALSE,2021-04-13 13:09,9.9 secs,Mapbox Satellite,,POINT(29.323144692 -0.917957841),Non-crop
139458069,543847526,28.91016132,-2.861462556,FALSE,2021-04-13 13:11,97.3 secs,Mapbox Satellite,,POINT(28.910161321 -2.861462556),Non-crop
139458070,543847527,28.5878923,-1.180811654,FALSE,2021-04-13 13:11,7.4 secs,Mapbox Satellite,,POINT(28.587892295 -1.180811654),Non-crop
139458071,543847528,29.74403324,-2.39193907,FALSE,2021-04-13 13:12,25.0 secs,Mapbox Satellite,,POINT(29.744033238 -2.39193907),Cropland
139458072,543847529,28.74660136,-1.96830408,FALSE,2021-04-13 13:12,12.0 secs,Mapbox Satellite,,POINT(28.746601357 -1.96830408),Non-crop
139458073,543847531,30.22105874,-1.445436673,FALSE,2021-04-13 13:12,13.7 secs,Mapbox Satellite,,POINT(30.221058739 -1.445436673),Non-crop
139458074,543847532,28.48388288,-0.97175186,FALSE,2021-04-13 13:12,2.5 secs,Mapbox Satellite,,POINT(28.483882884 -0.97175186),Non-crop
139458075,543847533,30.48180092,-1.391651827,FALSE,2021-04-13 13:12,12.9 secs,Mapbox Satellite,,POINT(30.481800918 -1.391651827),Non-crop
139458076,543847537,29.80448211,-1.970458763,FALSE,2021-04-13 13:14,91.1 secs,Mapbox Satellite,,POINT(29.804482107 -1.970458763),Cropland
139458077,543847541,28.85510234,-2.763679632,FALSE,2021-04-13 13:16,134.6 secs,Mapbox Satellite,,POINT(28.855102344 -2.763679632),Non-crop
139458078,543847542,30.01321958,-2.336029402,FALSE,2021-04-13 13:16,3.7 secs,Mapbox Satellite,,POINT(30.01321958 -2.336029402),Cropland
139458079,543847543,29.79891255,-2.546192834,FALSE,2021-04-13 13:16,8.7 secs,Mapbox Satellite,,POINT(29.798912552 -2.546192834),Cropland
139458080,543847544,29.12159374,-1.765603249,FALSE,2021-04-13 13:17,6.5 secs,Mapbox Satellite,,POINT(29.121593741 -1.765603249),Non-crop
139458081,543847557,30.32955973,-0.761960537,FALSE,2021-04-13 13:23,409.9 secs,Mapbox Satellite,,POINT(30.329559726 -0.761960537),Non-crop
139458082,543847559,29.96193353,-2.127270832,FALSE,2021-04-13 13:24,7.6 secs,Mapbox Satellite,,POINT(29.961933527 -2.127270832),Cropland
139458083,543847560,29.53439745,-1.395782855,FALSE,2021-04-13 13:24,3.0 secs,Mapbox Satellite,,POINT(29.534397449 -1.395782855),Non-crop
139458084,543847561,28.5961568,-2.230666424,FALSE,2021-04-13 13:24,3.1 secs,Mapbox Satellite,,POINT(28.596156796 -2.230666424),Non-crop
139458085,543847562,28.75217091,-1.707337109,FALSE,2021-04-13 13:24,7.9 secs,Mapbox Satellite,,POINT(28.752170912 -1.707337109),Non-crop
139458086,543847577,29.43613726,-1.815068512,FALSE,2021-04-13 13:32,462.0 secs,Mapbox Satellite,,POINT(29.436137256 -1.815068512),Non-crop
139458087,543847578,29.43631692,-1.076822442,FALSE,2021-04-13 13:32,6.6 secs,Mapbox Satellite,,POINT(29.436316919 -1.076822442),Cropland
139458088,543847593,30.43123352,-1.02464685,FALSE,2021-04-13 13:39,402.1 secs,Mapbox Satellite,,POINT(30.431233517 -1.02464685),Non-crop
139458089,543847597,29.06455847,-2.391221044,FALSE,2021-04-13 13:39,8.8 secs,Mapbox Satellite,,POINT(29.06455847 -2.391221044),Non-crop
139458090,543847598,28.43870538,-2.492981981,FALSE,2021-04-13 13:39,3.3 secs,Mapbox Satellite,,POINT(28.438705375 -2.492981981),Non-crop
139458091,543847600,28.7527099,-2.867742905,FALSE,2021-04-13 13:40,15.5 secs,Mapbox Satellite,,POINT(28.752709901 -2.867742905),Cropland
139458092,543847601,30.06558361,-2.605862689,FALSE,2021-04-13 13:40,19.1 secs,Mapbox Satellite,,POINT(30.065583612 -2.605862689),Non-crop
139458093,543847602,29.90292196,-2.759013817,FALSE,2021-04-13 13:40,9.3 secs,Mapbox Satellite,,POINT(29.902921963 -2.759013817),Cropland
139458094,543847603,30.00836868,-1.026263559,FALSE,2021-04-13 13:40,9.0 secs,Mapbox Satellite,,POINT(30.008368678 -1.026263559),Non-crop
139458095,543847604,28.54073849,-2.756860357,FALSE,2021-04-13 13:40,7.9 secs,Mapbox Satellite,,POINT(28.540738492 -2.756860357),Non-crop
139458096,543847605,30.63853369,-1.027341364,FALSE,2021-04-13 13:41,5.8 secs,Mapbox Satellite,,POINT(30.638533686 -1.027341364),Cropland
139458097,543847606,28.80148067,-1.496885423,FALSE,2021-04-13 13:41,5.8 secs,Mapbox Satellite,,POINT(28.801480671 -1.496885423),Non-crop
139458098,543847608,29.27652988,-1.923511743,FALSE,2021-04-13 13:41,11.0 secs,Mapbox Satellite,,POINT(29.276529879 -1.923511743),Non-crop
139458099,543847609,28.74588271,-0.870270857,FALSE,2021-04-13 13:41,3.2 secs,Mapbox Satellite,,POINT(28.745882705 -0.870270857),Non-crop
139458100,543847611,29.59089373,-1.6085793,FALSE,2021-04-13 13:42,43.0 secs,Mapbox Satellite,,POINT(29.59089373 -1.6085793),Non-crop
139458101,543847612,30.64518122,-1.130613794,FALSE,2021-04-13 13:42,5.3 secs,Mapbox Satellite,,POINT(30.645181219 -1.130613794),Non-crop
139458102,543847613,28.48675749,-2.96946423,FALSE,2021-04-13 13:42,3.9 secs,Mapbox Satellite,,POINT(28.486757493 -2.96946423),Non-crop
139458103,543847614,28.59184488,-2.860744799,FALSE,2021-04-13 13:42,8.1 secs,Mapbox Satellite,,POINT(28.591844882 -2.860744799),Non-crop
139458104,543847615,28.90818503,-1.134385981,FALSE,2021-04-13 13:42,9.3 secs,Mapbox Satellite,,POINT(28.908185028 -1.134385981),Non-crop
139458105,543847616,28.80237899,-0.92083208,FALSE,2021-04-13 13:42,2.4 secs,Mapbox Satellite,,POINT(28.802378986 -0.92083208),Non-crop
139458106,543847618,30.84798981,-1.657330263,FALSE,2021-04-13 13:42,3.5 secs,Mapbox Satellite,,POINT(30.847989812 -1.657330263),Non-crop
139458107,543847620,29.21877596,-2.707606654,FALSE,2021-04-13 13:42,5.8 secs,Mapbox Satellite,,POINT(29.218775955 -2.707606654),Cropland
139458108,543847622,30.95379585,-2.553372241,FALSE,2021-04-13 13:43,3.3 secs,Mapbox Satellite,,POINT(30.953795853 -2.553372241),Non-crop
139458109,543847623,28.48711682,-0.921370999,FALSE,2021-04-13 13:43,1.9 secs,Mapbox Satellite,,POINT(28.487116819 -0.921370999),Non-crop
139458110,543847624,29.43685591,-2.231025478,FALSE,2021-04-13 13:43,4.5 secs,Mapbox Satellite,,POINT(29.436855908 -2.231025478),Cropland
139458111,543847625,29.53673307,-2.864692454,FALSE,2021-04-13 13:43,3.8 secs,Mapbox Satellite,,POINT(29.536733068 -2.864692454),Non-crop
139458112,543847626,28.95731512,-2.076378368,FALSE,2021-04-13 13:43,9.7 secs,Mapbox Satellite,,POINT(28.957315124 -2.076378368),Non-crop
139458113,543847630,29.69759809,-1.393088707,FALSE,2021-04-13 13:43,2.8 secs,Mapbox Satellite,,POINT(29.697598087 -1.393088707),Non-crop
139458114,543847631,29.96229285,-2.494417924,FALSE,2021-04-13 13:43,15.7 secs,Mapbox Satellite,,POINT(29.962292853 -2.494417924),Cropland
139458115,543847632,29.74618919,-1.75895886,FALSE,2021-04-13 13:43,5.5 secs,Mapbox Satellite,,POINT(29.746189194 -1.75895886),Non-crop
139458116,543847633,30.22213672,-1.392190657,FALSE,2021-04-13 13:44,5.5 secs,Mapbox Satellite,,POINT(30.222136717 -1.392190657),Cropland
139458117,543847636,29.01129612,-1.552643301,FALSE,2021-04-13 13:45,68.7 secs,Mapbox Satellite,,POINT(29.011296123 -1.552643301),Non-crop
139458118,543847637,28.75396754,-2.125834517,FALSE,2021-04-13 13:45,2.4 secs,Mapbox Satellite,,POINT(28.753967542 -2.125834517),Non-crop
139458119,543847638,30.01052463,-1.076642811,FALSE,2021-04-13 13:45,10.5 secs,Mapbox Satellite,,POINT(30.010524634 -1.076642811),Cropland
139458120,547702280,29.69652011,-1.65840779,FALSE,2021-04-14 8:42,25.7 secs,Mapbox Satellite,,POINT(29.696520109 -1.65840779),Cropland
139458121,547702281,30.58688831,-2.810418757,FALSE,2021-04-14 8:42,12.6 secs,Mapbox Satellite,,POINT(30.586888307 -2.810418757),Non-crop
