,x,y,date,label,generated,CAT,year
2331,0.088200000000004,18.809860000000004,2020-08-24,0.0,1,PseudoAbsence,2020
7569,5.388200000000005,30.709860000000003,2020-05-10,0.0,1,PseudoAbsence,2020
1161,38.58820000000001,1.909860000000002,2020-10-06,0.0,1,PseudoAbsence,2020
3768,64.38820000000001,30.809860000000004,2020-07-18,0.0,1,PseudoAbsence,2020
3530,50.28820000000001,33.90986,2021-02-09,0.0,1,PseudoAbsence,2021
7490,1.3882000000000048,16.009860000000003,2021-01-11,0.0,1,PseudoAbsence,2021
4599,19.388200000000005,-18.09014,2021-03-28,0.0,1,PseudoAbsence,2021
2220,2.3882000000000048,14.009860000000003,2020-04-25,0.0,1,PseudoAbsence,2020
3317,75.9882,29.809860000000004,2020-07-18,0.0,1,PseudoAbsence,2020
6703,-7.811799999999998,30.509860000000003,2020-05-07,0.0,1,PseudoAbsence,2020
391,-7.711799999999997,32.80986,2020-05-14,0.0,1,PseudoAbsence,2020
4923,48.6882,18.60986,2020-12-11,0.0,1,PseudoAbsence,2020
460,48.888200000000005,-13.590139999999998,2020-08-27,0.0,1,PseudoAbsence,2020
2680,12.788200000000003,-0.3901399999999952,2021-01-13,0.0,1,PseudoAbsence,2021
6020,28.788200000000003,-3.3901400000000024,2020-03-11,0.0,1,PseudoAbsence,2020
267,17.688200000000002,-24.29014,2020-07-16,0.0,1,PseudoAbsence,2020
6944,-6.911799999999996,26.30986,2020-06-13,0.0,1,PseudoAbsence,2020
4875,35.888200000000005,9.709860000000004,2020-10-09,0.0,1,PseudoAbsence,2020
464,29.888200000000005,-7.390140000000002,2021-02-01,0.0,1,PseudoAbsence,2021
1571,13.788200000000003,13.709860000000004,2021-03-14,0.0,1,PseudoAbsence,2021
3023,-10.211799999999997,18.509860000000003,2020-03-22,0.0,1,PseudoAbsence,2020
7433,35.988200000000006,-2.290140000000001,2020-10-21,0.0,1,PseudoAbsence,2020
6086,6.188200000000002,19.90986,2020-08-03,0.0,1,PseudoAbsence,2020
4898,30.1882,10.209860000000004,2021-01-23,0.0,1,PseudoAbsence,2021
3302,24.088200000000008,-31.89014,2020-05-22,0.0,1,PseudoAbsence,2020
773,37.58820000000001,-8.390140000000002,2021-01-09,0.0,1,PseudoAbsence,2021
1286,20.288200000000003,-22.19014,2020-10-21,0.0,1,PseudoAbsence,2020
2816,26.1882,29.30986,2020-04-22,0.0,1,PseudoAbsence,2020
5193,23.6882,-25.29014,2021-03-22,0.0,1,PseudoAbsence,2021
5507,30.288200000000003,-28.39014,2020-07-10,0.0,1,PseudoAbsence,2020
5972,0.9882000000000026,15.709860000000004,2020-02-23,0.0,1,PseudoAbsence,2020
4386,-0.6117999999999952,12.009860000000003,2020-03-18,0.0,1,PseudoAbsence,2020
829,19.288200000000003,25.40986,2021-01-21,0.0,1,PseudoAbsence,2021
5111,31.588200000000008,29.109860000000005,2020-04-27,0.0,1,PseudoAbsence,2020
7058,19.98820000000001,19.309860000000004,2021-01-13,0.0,1,PseudoAbsence,2021
4314,-2.811799999999998,23.509860000000003,2020-09-07,0.0,1,PseudoAbsence,2020
398,15.088200000000008,26.209860000000003,2021-02-08,0.0,1,PseudoAbsence,2021
7003,27.288200000000003,-26.49014,2021-03-14,0.0,1,PseudoAbsence,2021
749,24.588200000000008,29.509860000000003,2020-10-11,0.0,1,PseudoAbsence,2020
1116,4.388200000000005,29.90986,2021-01-30,0.0,1,PseudoAbsence,2021
4777,-6.511799999999997,20.90986,2021-04-11,0.0,1,PseudoAbsence,2021
5831,17.388200000000005,20.709860000000003,2020-09-16,0.0,1,PseudoAbsence,2020
6353,31.388200000000005,-27.69014,2020-07-23,0.0,1,PseudoAbsence,2020
6968,17.988200000000006,7.709860000000003,2020-05-05,0.0,1,PseudoAbsence,2020
7390,32.08820000000001,27.40986,2020-04-22,0.0,1,PseudoAbsence,2020
2329,31.288200000000003,2.209859999999999,2020-03-08,0.0,1,PseudoAbsence,2020
5649,4.788200000000003,27.709860000000003,2020-08-12,0.0,1,PseudoAbsence,2020
5391,28.48820000000001,-30.090140000000005,2021-03-06,0.0,1,PseudoAbsence,2021
2960,16.188200000000002,-24.79014,2020-12-10,0.0,1,PseudoAbsence,2020
7080,41.388200000000005,5.109860000000005,2020-09-15,0.0,1,PseudoAbsence,2020
4942,-9.411799999999998,20.209860000000003,2020-01-14,0.0,1,PseudoAbsence,2020
2543,10.5882,-1.6901399999999995,2021-02-26,0.0,1,PseudoAbsence,2021
5929,24.288200000000003,-13.29014,2020-08-12,0.0,1,PseudoAbsence,2020
1087,25.98820000000001,27.40986,2020-07-21,0.0,1,PseudoAbsence,2020
4098,20.6882,19.10986,2020-12-13,0.0,1,PseudoAbsence,2020
5115,17.588200000000008,-19.49014,2020-02-27,0.0,1,PseudoAbsence,2020
910,21.98820000000001,-19.79014,2020-12-08,0.0,1,PseudoAbsence,2020
1327,14.088200000000008,19.709860000000003,2020-09-04,0.0,1,PseudoAbsence,2020
6592,14.888200000000005,-1.590139999999998,2020-11-13,0.0,1,PseudoAbsence,2020
5823,29.388200000000005,18.209860000000003,2020-06-07,0.0,1,PseudoAbsence,2020
3042,5.788200000000003,11.009860000000003,2020-12-01,0.0,1,PseudoAbsence,2020
2454,15.288200000000003,-17.490139999999997,2021-03-19,0.0,1,PseudoAbsence,2021
7327,20.588200000000008,12.709860000000004,2020-03-02,0.0,1,PseudoAbsence,2020
74,18.788200000000003,17.80986,2020-09-10,0.0,1,PseudoAbsence,2020
5712,-4.511799999999997,13.509860000000003,2020-12-23,0.0,1,PseudoAbsence,2020
7268,12.488200000000006,-18.69014,2020-10-08,0.0,1,PseudoAbsence,2020
4170,-7.411799999999996,22.109860000000005,2020-03-19,0.0,1,PseudoAbsence,2020
928,-11.411799999999998,10.60986,2020-03-24,0.0,1,PseudoAbsence,2020
2449,27.788200000000003,-15.29014,2020-05-20,0.0,1,PseudoAbsence,2020
3953,33.6882,-6.69014,2020-08-17,0.0,1,PseudoAbsence,2020
4527,22.588200000000008,24.80986,2020-05-23,0.0,1,PseudoAbsence,2020
1257,21.288200000000003,9.30986,2020-07-14,0.0,1,PseudoAbsence,2020
2026,36.2882,-5.290140000000001,2020-01-18,0.0,1,PseudoAbsence,2020
1101,25.288200000000003,-5.69014,2020-08-26,0.0,1,PseudoAbsence,2020
4156,47.28820000000001,17.60986,2020-08-30,0.0,1,PseudoAbsence,2020
3559,3.288200000000004,33.109860000000005,2020-05-06,0.0,1,PseudoAbsence,2020
4231,25.588200000000008,-30.290139999999997,2020-07-07,0.0,1,PseudoAbsence,2020
1261,56.48820000000001,20.10986,2020-10-02,0.0,1,PseudoAbsence,2020
1606,14.688200000000002,-8.290140000000001,2020-09-22,0.0,1,PseudoAbsence,2020
709,5.588200000000004,28.30986,2021-02-07,0.0,1,PseudoAbsence,2021
2003,30.588200000000008,-9.090139999999998,2021-03-22,0.0,1,PseudoAbsence,2021
5046,33.08820000000001,4.009860000000003,2020-07-13,0.0,1,PseudoAbsence,2020
4758,3.088200000000004,27.009860000000003,2021-02-16,0.0,1,PseudoAbsence,2021
2696,16.088200000000008,30.90986,2021-03-28,0.0,1,PseudoAbsence,2021
3862,13.188200000000002,30.90986,2020-02-10,0.0,1,PseudoAbsence,2020
1546,41.08820000000001,-1.290140000000001,2020-04-22,0.0,1,PseudoAbsence,2020
526,1.588200000000004,7.509860000000003,2020-11-21,0.0,1,PseudoAbsence,2020
6243,32.1882,10.80986,2020-01-06,0.0,1,PseudoAbsence,2020
6595,31.1882,29.509860000000003,2020-10-13,0.0,1,PseudoAbsence,2020
3974,76.78820000000002,35.40986,2020-10-19,0.0,1,PseudoAbsence,2020
1103,48.6882,24.30986,2020-10-04,0.0,1,PseudoAbsence,2020
4901,21.788200000000003,-18.69014,2020-10-20,0.0,1,PseudoAbsence,2020
2986,32.388200000000005,10.60986,2020-12-09,0.0,1,PseudoAbsence,2020
6142,17.788200000000003,-27.89014,2020-09-30,0.0,1,PseudoAbsence,2020
5953,14.188200000000002,-0.790140000000001,2020-03-24,0.0,1,PseudoAbsence,2020
1349,30.088200000000008,-20.29014,2021-04-19,0.0,1,PseudoAbsence,2021
3446,19.788200000000003,14.409860000000002,2020-11-26,0.0,1,PseudoAbsence,2020
4441,47.388200000000005,32.109860000000005,2020-07-14,0.0,1,PseudoAbsence,2020
4401,26.588200000000008,4.509860000000003,2020-06-09,0.0,1,PseudoAbsence,2020
6463,39.08820000000001,10.30986,2020-05-24,0.0,1,PseudoAbsence,2020
1711,38.78820000000001,-2.6901399999999995,2020-01-21,0.0,1,PseudoAbsence,2020
3433,18.888200000000005,22.30986,2020-10-18,0.0,1,PseudoAbsence,2020
5067,55.28820000000001,22.30986,2020-06-07,0.0,1,PseudoAbsence,2020
4820,4.688200000000002,34.209860000000006,2021-02-18,0.0,1,PseudoAbsence,2021
5643,48.1882,4.909860000000002,2021-02-25,0.0,1,PseudoAbsence,2021
3845,3.488200000000002,36.209860000000006,2020-10-27,0.0,1,PseudoAbsence,2020
2690,22.088200000000008,29.30986,2020-05-11,0.0,1,PseudoAbsence,2020
6038,3.288200000000004,25.90986,2021-03-13,0.0,1,PseudoAbsence,2021
2785,18.288200000000003,16.509860000000003,2020-12-16,0.0,1,PseudoAbsence,2020
5036,30.288200000000003,-10.19014,2020-12-17,0.0,1,PseudoAbsence,2020
1971,18.98820000000001,14.509860000000003,2021-01-16,0.0,1,PseudoAbsence,2021
3649,38.388200000000005,-15.19014,2020-05-07,0.0,1,PseudoAbsence,2020
5364,15.688200000000002,-24.49014,2020-07-24,0.0,1,PseudoAbsence,2020
4103,22.588200000000008,26.109860000000005,2020-04-25,0.0,1,PseudoAbsence,2020
5155,14.188200000000002,9.80986,2021-03-12,0.0,1,PseudoAbsence,2021
5497,20.6882,-23.59014,2020-06-03,0.0,1,PseudoAbsence,2020
7506,24.1882,12.909860000000002,2020-04-12,0.0,1,PseudoAbsence,2020
2066,47.58820000000001,25.30986,2020-01-22,0.0,1,PseudoAbsence,2020
1410,7.188200000000002,7.30986,2020-12-30,0.0,1,PseudoAbsence,2020
4119,17.688200000000002,28.709860000000003,2020-09-17,0.0,1,PseudoAbsence,2020
3628,15.688200000000002,9.709860000000004,2021-04-09,0.0,1,PseudoAbsence,2021
7287,-3.5117999999999974,34.209860000000006,2020-12-07,0.0,1,PseudoAbsence,2020
521,32.7882,11.509860000000003,2020-05-13,0.0,1,PseudoAbsence,2020
2702,45.6882,27.90986,2020-07-30,0.0,1,PseudoAbsence,2020
3369,28.1882,-22.69014,2020-02-14,0.0,1,PseudoAbsence,2020
1900,36.2882,-15.69014,2021-02-17,0.0,1,PseudoAbsence,2021
1742,41.28820000000001,10.509860000000003,2020-05-23,0.0,1,PseudoAbsence,2020
1396,32.08820000000001,-22.69014,2020-11-24,0.0,1,PseudoAbsence,2020
7269,65.9882,30.40986,2020-05-14,0.0,1,PseudoAbsence,2020
7083,36.488200000000006,33.30986,2020-08-01,0.0,1,PseudoAbsence,2020
7127,1.7882000000000031,10.60986,2021-03-22,0.0,1,PseudoAbsence,2021
226,43.28820000000001,4.409860000000002,2020-03-02,0.0,1,PseudoAbsence,2020
5070,2.988200000000002,35.209860000000006,2020-05-07,0.0,1,PseudoAbsence,2020
723,17.188200000000002,21.209860000000003,2021-04-08,0.0,1,PseudoAbsence,2021
902,30.388200000000005,-6.890140000000002,2020-03-26,0.0,1,PseudoAbsence,2020
4066,18.888200000000005,21.309860000000004,2020-01-05,0.0,1,PseudoAbsence,2020
7208,44.1882,-24.29014,2020-10-08,0.0,1,PseudoAbsence,2020
4748,2.788200000000004,27.009860000000003,2020-05-19,0.0,1,PseudoAbsence,2020
94,28.788200000000003,-0.2901400000000009,2020-12-14,0.0,1,PseudoAbsence,2020
2189,34.58820000000001,10.009860000000003,2020-09-16,0.0,1,PseudoAbsence,2020
7107,20.288200000000003,-23.69014,2021-04-12,0.0,1,PseudoAbsence,2021
5592,-13.911799999999998,13.209860000000004,2020-08-09,0.0,1,PseudoAbsence,2020
3699,25.088200000000008,-0.2901400000000009,2020-09-17,0.0,1,PseudoAbsence,2020
1657,35.488200000000006,-16.890140000000002,2020-05-08,0.0,1,PseudoAbsence,2020
1899,-6.211799999999997,5.909860000000002,2021-01-10,0.0,1,PseudoAbsence,2021
785,37.888200000000005,10.60986,2021-02-25,0.0,1,PseudoAbsence,2021
7411,22.6882,-25.79014,2020-03-19,0.0,1,PseudoAbsence,2020
626,10.888200000000005,18.40986,2021-02-12,0.0,1,PseudoAbsence,2021
400,14.188200000000002,8.509860000000003,2020-03-12,0.0,1,PseudoAbsence,2020
3099,47.6882,19.10986,2020-08-03,0.0,1,PseudoAbsence,2020
2256,42.6882,34.30986,2020-11-26,0.0,1,PseudoAbsence,2020
2207,36.58820000000001,-3.69014,2021-02-03,0.0,1,PseudoAbsence,2021
6855,17.888200000000005,-23.59014,2020-03-23,0.0,1,PseudoAbsence,2020
3965,50.388200000000005,11.709860000000004,2020-07-25,0.0,1,PseudoAbsence,2020
5607,26.48820000000001,31.309860000000004,2021-02-19,0.0,1,PseudoAbsence,2021
4456,-13.411799999999998,10.30986,2021-03-03,0.0,1,PseudoAbsence,2021
7134,32.7882,-11.890140000000002,2020-07-27,0.0,1,PseudoAbsence,2020
7513,76.28820000000002,16.709860000000003,2020-02-11,0.0,1,PseudoAbsence,2020
2622,-0.911799999999996,23.209860000000003,2021-03-15,0.0,1,PseudoAbsence,2021
5289,23.388200000000005,17.409860000000002,2021-03-12,0.0,1,PseudoAbsence,2021
1704,-5.411799999999996,33.90986,2020-05-10,0.0,1,PseudoAbsence,2020
754,35.888200000000005,35.709860000000006,2020-05-24,0.0,1,PseudoAbsence,2020
1715,15.588200000000008,26.80986,2021-03-11,0.0,1,PseudoAbsence,2021
7060,28.388200000000005,16.30986,2020-11-14,0.0,1,PseudoAbsence,2020
898,15.488200000000006,6.409860000000002,2020-02-22,0.0,1,PseudoAbsence,2020
2290,24.888200000000005,24.509860000000003,2020-04-27,0.0,1,PseudoAbsence,2020
441,41.4882,36.40986,2020-02-22,0.0,1,PseudoAbsence,2020
6239,75.6882,16.30986,2020-07-10,0.0,1,PseudoAbsence,2020
2006,27.388200000000005,-21.09014,2020-10-03,0.0,1,PseudoAbsence,2020
5057,-9.211799999999997,31.40986,2020-06-16,0.0,1,PseudoAbsence,2020
6668,14.388200000000005,10.409860000000002,2021-01-27,0.0,1,PseudoAbsence,2021
2841,4.188200000000002,24.009860000000003,2020-06-10,0.0,1,PseudoAbsence,2020
3141,27.98820000000001,-22.39014,2020-03-30,0.0,1,PseudoAbsence,2020
2661,45.888200000000005,-22.79014,2020-04-23,0.0,1,PseudoAbsence,2020
403,37.988200000000006,35.709860000000006,2020-05-25,0.0,1,PseudoAbsence,2020
2824,0.6882000000000019,36.109860000000005,2020-09-03,0.0,1,PseudoAbsence,2020
7491,65.4882,33.40986,2021-01-30,0.0,1,PseudoAbsence,2021
3896,-12.811799999999998,9.509860000000003,2020-09-15,0.0,1,PseudoAbsence,2020
3424,22.388200000000005,22.80986,2020-05-30,0.0,1,PseudoAbsence,2020
1448,21.088200000000008,19.309860000000004,2020-05-28,0.0,1,PseudoAbsence,2020
6993,24.48820000000001,12.709860000000004,2020-07-29,0.0,1,PseudoAbsence,2020
2255,25.888200000000005,24.709860000000003,2020-05-22,0.0,1,PseudoAbsence,2020
4819,18.98820000000001,-13.69014,2020-08-06,0.0,1,PseudoAbsence,2020
5116,27.588200000000008,-24.09014,2020-04-24,0.0,1,PseudoAbsence,2020
1692,31.48820000000001,-12.390140000000002,2021-04-13,0.0,1,PseudoAbsence,2021
782,7.0882000000000005,30.009860000000003,2020-11-15,0.0,1,PseudoAbsence,2020
3838,35.488200000000006,-11.590139999999998,2020-06-19,0.0,1,PseudoAbsence,2020
327,41.9882,33.109860000000005,2020-09-11,0.0,1,PseudoAbsence,2020
1734,-8.211799999999997,26.509860000000003,2020-10-08,0.0,1,PseudoAbsence,2020
3282,40.888200000000005,32.609860000000005,2021-03-28,0.0,1,PseudoAbsence,2021
5661,26.288200000000003,-0.3901399999999952,2020-07-22,0.0,1,PseudoAbsence,2020
5706,-16.011799999999997,14.80986,2020-01-25,0.0,1,PseudoAbsence,2020
5930,55.78820000000001,23.109860000000005,2020-02-14,0.0,1,PseudoAbsence,2020
1737,20.388200000000005,-13.79014,2020-04-17,0.0,1,PseudoAbsence,2020
4744,31.388200000000005,-27.590140000000005,2021-03-21,0.0,1,PseudoAbsence,2021
4488,31.6882,-12.390140000000002,2021-03-28,0.0,1,PseudoAbsence,2021
6293,24.1882,29.209860000000003,2020-10-27,0.0,1,PseudoAbsence,2020
1835,23.98820000000001,17.009860000000003,2020-10-26,0.0,1,PseudoAbsence,2020
5575,11.788200000000003,25.709860000000003,2020-04-28,0.0,1,PseudoAbsence,2020
103,23.6882,7.609860000000001,2020-11-01,0.0,1,PseudoAbsence,2020
5147,9.388200000000005,22.109860000000005,2020-09-24,0.0,1,PseudoAbsence,2020
1778,25.6882,6.209860000000003,2020-10-29,0.0,1,PseudoAbsence,2020
5761,64.6882,34.30986,2020-09-29,0.0,1,PseudoAbsence,2020
6423,8.888200000000005,22.90986,2021-01-11,0.0,1,PseudoAbsence,2021
4615,25.288200000000003,8.80986,2021-04-08,0.0,1,PseudoAbsence,2021
1242,10.688200000000002,3.3098600000000005,2021-01-10,0.0,1,PseudoAbsence,2021
1884,14.888200000000005,1.8098600000000005,2020-01-11,0.0,1,PseudoAbsence,2020
2048,-5.711799999999997,9.209860000000004,2021-01-05,0.0,1,PseudoAbsence,2021
3610,26.48820000000001,-8.69014,2020-10-08,0.0,1,PseudoAbsence,2020
7224,10.888200000000005,26.609860000000005,2020-03-25,0.0,1,PseudoAbsence,2020
5379,28.788200000000003,26.40986,2021-03-06,0.0,1,PseudoAbsence,2021
624,17.288200000000003,-17.890140000000002,2020-04-18,0.0,1,PseudoAbsence,2020
7176,42.4882,37.109860000000005,2020-08-01,0.0,1,PseudoAbsence,2020
2344,23.48820000000001,-25.99014,2021-01-01,0.0,1,PseudoAbsence,2021
3044,47.388200000000005,5.509860000000003,2021-03-21,0.0,1,PseudoAbsence,2021
6937,10.888200000000005,20.709860000000003,2020-11-03,0.0,1,PseudoAbsence,2020
5383,54.98820000000001,18.809860000000004,2021-02-03,0.0,1,PseudoAbsence,2021
4204,45.58820000000001,-23.19014,2020-05-13,0.0,1,PseudoAbsence,2020
959,15.588200000000008,-1.6901399999999995,2020-10-24,0.0,1,PseudoAbsence,2020
4667,58.58820000000001,35.40986,2021-01-23,0.0,1,PseudoAbsence,2021
7183,2.488200000000002,33.80986,2020-05-15,0.0,1,PseudoAbsence,2020
2103,32.388200000000005,24.209860000000003,2020-12-09,0.0,1,PseudoAbsence,2020
1741,-4.111799999999995,22.509860000000003,2021-02-25,0.0,1,PseudoAbsence,2021
1958,14.688200000000002,6.209860000000003,2020-09-10,0.0,1,PseudoAbsence,2020
735,24.388200000000005,-33.090140000000005,2020-08-03,0.0,1,PseudoAbsence,2020
4963,-14.611799999999995,11.10986,2021-03-02,0.0,1,PseudoAbsence,2021
1758,18.888200000000005,-32.090140000000005,2020-10-06,0.0,1,PseudoAbsence,2020
3576,31.48820000000001,36.80986,2020-11-16,0.0,1,PseudoAbsence,2020
588,0.088200000000004,20.509860000000003,2020-07-18,0.0,1,PseudoAbsence,2020
3203,17.288200000000003,28.709860000000003,2020-08-02,0.0,1,PseudoAbsence,2020
7130,15.488200000000006,-13.29014,2021-01-13,0.0,1,PseudoAbsence,2021
3813,26.088200000000008,-12.390140000000002,2020-06-07,0.0,1,PseudoAbsence,2020
4725,61.6882,30.309860000000004,2020-06-05,0.0,1,PseudoAbsence,2020
2334,-3.1117999999999952,14.209860000000004,2020-01-10,0.0,1,PseudoAbsence,2020
6622,16.988200000000006,17.509860000000003,2021-03-11,0.0,1,PseudoAbsence,2021
2728,2.788200000000004,32.40986,2021-03-13,0.0,1,PseudoAbsence,2021
1751,13.888200000000005,37.209860000000006,2021-02-01,0.0,1,PseudoAbsence,2021
6185,16.488200000000006,-16.990139999999997,2020-11-14,0.0,1,PseudoAbsence,2020
3571,30.98820000000001,6.709860000000003,2020-03-21,0.0,1,PseudoAbsence,2020
2236,23.388200000000005,-4.390140000000002,2020-12-30,0.0,1,PseudoAbsence,2020
6406,25.6882,20.209860000000003,2020-06-10,0.0,1,PseudoAbsence,2020
4230,2.3882000000000048,21.609860000000005,2020-12-31,0.0,1,PseudoAbsence,2020
852,14.488200000000006,-11.090139999999998,2020-10-11,0.0,1,PseudoAbsence,2020
1326,17.888200000000005,-18.69014,2020-04-05,0.0,1,PseudoAbsence,2020
6081,15.188200000000002,15.909860000000002,2020-10-21,0.0,1,PseudoAbsence,2020
4518,-2.411799999999996,9.30986,2021-04-20,0.0,1,PseudoAbsence,2021
7471,61.98820000000001,31.209860000000003,2021-03-13,0.0,1,PseudoAbsence,2021
3947,7.5882,8.80986,2020-04-29,0.0,1,PseudoAbsence,2020
95,19.6882,-26.99014,2020-06-01,0.0,1,PseudoAbsence,2020
5455,45.9882,33.709860000000006,2020-07-20,0.0,1,PseudoAbsence,2020
4557,-8.311799999999998,5.509860000000003,2021-01-08,0.0,1,PseudoAbsence,2021
3512,16.488200000000006,3.1098600000000047,2020-06-29,0.0,1,PseudoAbsence,2020
4890,44.28820000000001,34.80986,2020-07-09,0.0,1,PseudoAbsence,2020
7489,35.58820000000001,10.80986,2020-12-08,0.0,1,PseudoAbsence,2020
4363,13.988200000000006,18.30986,2020-01-01,0.0,1,PseudoAbsence,2020
4642,31.588200000000008,0.8098600000000005,2020-06-04,0.0,1,PseudoAbsence,2020
3826,36.388200000000005,37.00986,2020-02-10,0.0,1,PseudoAbsence,2020
2952,23.888200000000005,15.10986,2020-02-15,0.0,1,PseudoAbsence,2020
5267,14.088200000000008,30.509860000000003,2020-08-23,0.0,1,PseudoAbsence,2020
6772,32.7882,31.109860000000005,2020-07-03,0.0,1,PseudoAbsence,2020
6868,34.08820000000001,-4.590139999999998,2020-05-30,0.0,1,PseudoAbsence,2020
4226,4.988200000000003,20.10986,2021-02-22,0.0,1,PseudoAbsence,2021
174,17.988200000000006,-20.79014,2020-12-25,0.0,1,PseudoAbsence,2020
1791,44.1882,33.30986,2021-01-24,0.0,1,PseudoAbsence,2021
239,-12.911799999999998,11.709860000000004,2020-05-14,0.0,1,PseudoAbsence,2020
1623,35.988200000000006,-5.69014,2020-01-14,0.0,1,PseudoAbsence,2020
694,32.58820000000001,-27.590140000000005,2020-11-30,0.0,1,PseudoAbsence,2020
1094,38.6882,36.40986,2021-03-25,0.0,1,PseudoAbsence,2021
2564,32.58820000000001,-5.790140000000001,2020-03-30,0.0,1,PseudoAbsence,2020
4097,31.98820000000001,28.30986,2020-07-09,0.0,1,PseudoAbsence,2020
4140,17.188200000000002,-19.79014,2020-01-03,0.0,1,PseudoAbsence,2020
5657,16.788200000000003,15.909860000000002,2020-07-30,0.0,1,PseudoAbsence,2020
4973,47.78820000000001,30.109860000000005,2021-02-28,0.0,1,PseudoAbsence,2021
2574,15.988200000000006,17.409860000000002,2020-08-05,0.0,1,PseudoAbsence,2020
6890,7.888200000000005,8.109860000000001,2021-02-05,0.0,1,PseudoAbsence,2021
6860,54.888200000000005,29.809860000000004,2020-11-23,0.0,1,PseudoAbsence,2020
415,-0.1117999999999952,30.209860000000003,2020-03-20,0.0,1,PseudoAbsence,2020
6231,15.188200000000002,17.10986,2020-09-20,0.0,1,PseudoAbsence,2020
6316,24.48820000000001,18.509860000000003,2021-04-07,0.0,1,PseudoAbsence,2021
1988,20.98820000000001,-32.99014,2020-01-05,0.0,1,PseudoAbsence,2020
4886,-2.6117999999999952,18.509860000000003,2020-07-17,0.0,1,PseudoAbsence,2020
1306,43.58820000000001,3.3098600000000005,2020-06-26,0.0,1,PseudoAbsence,2020
4576,-8.611799999999999,19.709860000000003,2020-03-28,0.0,1,PseudoAbsence,2020
7042,16.588200000000008,25.80986,2020-05-22,0.0,1,PseudoAbsence,2020
3583,21.6882,0.209859999999999,2020-12-29,0.0,1,PseudoAbsence,2020
1740,38.78820000000001,7.909860000000002,2021-01-21,0.0,1,PseudoAbsence,2021
1330,46.28820000000001,-18.29014,2021-03-21,0.0,1,PseudoAbsence,2021
5000,26.588200000000008,6.8098600000000005,2020-10-24,0.0,1,PseudoAbsence,2020
